country,brand,model,year,price,price_log,transmission,mileage,mileage_log,fuelType,tax,tax_log,mpg,mpg_log,engineSize,engineSize_log
Germany,BMW,M5,2019,65000,11.082157933374816,Semi-Auto,4800,8.476579508530941,Petrol,145.0,4.983606621708336,26.9,3.32862668882732,4.4,1.6863989535702288
Germany,BMW,i8,2019,64750,11.07830442345797,Automatic,2277,7.731053144007127,Hybrid,140.0,4.948759890378168,141.2,4.95723451736914,1.5,0.9162907318741551
Germany,BMW,X7,2019,69940,11.15540730848484,Automatic,2689,7.897296472595885,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2019,69995,11.156193376541639,Semi-Auto,4997,8.516793111394898,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X7,2020,64995,11.082081008522668,Semi-Auto,1501,7.31455283232408,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2020,69995,11.156193376541639,Semi-Auto,1501,7.31455283232408,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X6,2019,68300,11.131679686740132,Semi-Auto,3145,8.053887083618223,Petrol,145.0,4.983606621708336,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,M5,2019,89900,11.40646434386837,Semi-Auto,2269,7.727535110475448,Petrol,145.0,4.983606621708336,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,X7,2019,65520,11.090125980925743,Automatic,8574,9.056606272034141,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,8 Series,2019,64103,11.068262043457906,Semi-Auto,1897,7.5485559791698735,Diesel,145.0,4.983606621708336,39.8,3.708682081410116,3.0,1.3862943611198906
Germany,BMW,X5,2020,63995,11.066575860388603,Automatic,5000,8.517393171418904,Hybrid,135.0,4.912654885736052,188.3,5.243333058215277,3.0,1.3862943611198906
Germany,BMW,X7,2019,62995,11.05082651129447,Automatic,11055,9.310728546007452,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,8 Series,2020,74995,11.225190057762841,Semi-Auto,4500,8.412054873292933,Diesel,145.0,4.983606621708336,26.7,3.3214324131932926,3.0,1.3862943611198906
Germany,BMW,X7,2019,73950,11.211157990697956,Semi-Auto,9121,9.118444357271645,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,M4,2016,99950,11.512435344880998,Automatic,771,6.648984550024776,Petrol,300.0,5.707110264748875,33.2,3.5322256440685598,3.0,1.3862943611198906
Germany,BMW,X7,2020,72000,11.184435286790631,Semi-Auto,3116,8.044626279767337,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,8 Series,2020,62995,11.05082651129447,Semi-Auto,11,2.4849066497880004,Petrol,145.0,4.983606621708336,31.7,3.487375077903208,3.0,1.3862943611198906
Germany,BMW,Z4,2014,3076,8.031710375322042,Manual,31074,10.344158916378912,Petrol,205.0,5.327876168789581,41.5,3.7495040759303713,2.0,1.0986122886681098
Germany,BMW,X5,2020,62991,11.050763013183518,Semi-Auto,123,4.820281565605037,Diesel,145.0,4.983606621708336,37.7,3.655839600035736,3.0,1.3862943611198906
Germany,BMW,8 Series,2020,69991,11.156136228786101,Semi-Auto,419,6.040254711277414,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906
Germany,BMW,8 Series,2020,66991,11.112328488258925,Semi-Auto,123,4.820281565605037,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906
Germany,BMW,X6,2020,69995,11.156193376541639,Semi-Auto,999,6.907755278982137,Diesel,145.0,4.983606621708336,34.9,3.580737295494233,3.0,1.3862943611198906
Germany,BMW,M3,2019,62995,11.05082651129447,Semi-Auto,5957,8.692490133273228,Petrol,145.0,4.983606621708336,33.2,3.5322256440685598,3.0,1.3862943611198906
Germany,BMW,M5,2019,81140,11.303943661062112,Semi-Auto,551,6.313548046277095,Petrol,145.0,4.983606621708336,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,X6,2019,66750,11.108724557423686,Semi-Auto,2519,7.832014180505469,Petrol,145.0,4.983606621708336,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,X5,2019,73000,11.19822841866684,Automatic,5,1.791759469228055,Hybrid,135.0,4.912654885736052,188.3,5.243333058215277,3.0,1.3862943611198906
Germany,BMW,X7,2019,72500,11.19135563385109,Automatic,5929,8.68777949199177,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X6,2019,66281,11.10167364610033,Semi-Auto,2710,7.905072849498666,Petrol,145.0,4.983606621708336,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,M5,2019,70000,11.156264806643742,Automatic,6568,8.790116892892472,Petrol,145.0,4.983606621708336,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,X7,2019,64999,11.082142548877775,Semi-Auto,1500,7.313886831633462,Diesel,150.0,5.017279836814924,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,8 Series,2020,79991,11.289681908655686,Semi-Auto,151,5.0238805208462765,Diesel,145.0,4.983606621708336,26.7,3.3214324131932926,3.0,1.3862943611198906
Germany,BMW,X3,2020,69991,11.156136228786101,Semi-Auto,10,2.3978952727983707,Petrol,145.0,4.983606621708336,24.8,3.250374491927572,3.0,1.3862943611198906
Germany,BMW,X5,2020,65000,11.082157933374816,Semi-Auto,1435,7.269616749608169,Petrol,145.0,4.983606621708336,23.2,3.186352633162641,4.4,1.6863989535702288
Germany,BMW,X7,2019,71000,11.170449240431308,Semi-Auto,5665,8.642238680390461,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,X6,2019,63999,11.06663836234181,Semi-Auto,4000,8.294299608857235,Petrol,145.0,4.983606621708336,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,X7,2020,64999,11.082142548877775,Semi-Auto,4000,8.294299608857235,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2019,73990,11.211698743168176,Semi-Auto,1657,7.4133673356952405,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,8 Series,2019,63806,11.063618181182655,Automatic,1616,7.388327859577107,Diesel,145.0,4.983606621708336,39.8,3.708682081410116,3.0,1.3862943611198906
Germany,BMW,X7,2019,78386,11.269413376262921,Automatic,1793,7.492203042618741,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,8 Series,2019,62995,11.05082651129447,Automatic,5883,8.679992081721329,Petrol,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,M5,2019,70686,11.166016959447076,Semi-Auto,3153,8.056426767522984,Petrol,145.0,4.983606621708336,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,8 Series,2019,73890,11.210346313322187,Semi-Auto,3369,8.122668023346407,Petrol,150.0,5.017279836814924,26.7,3.3214324131932926,4.4,1.6863989535702288
Germany,BMW,M5,2019,70995,11.170378816408236,Semi-Auto,23,3.1780538303479458,Petrol,145.0,4.983606621708336,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,X7,2019,67986,11.127071789411104,Automatic,5825,8.67008593751938,Petrol,145.0,4.983606621708336,24.8,3.250374491927572,3.0,1.3862943611198906
Germany,BMW,X6,2019,64652,11.07678978683568,Automatic,4331,8.37378460812088,Petrol,145.0,4.983606621708336,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,X6,2019,66290,11.101809420353215,Automatic,1000,6.90875477931522,Petrol,145.0,4.983606621708336,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,X7,2019,68720,11.137810108356684,Semi-Auto,5000,8.517393171418904,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X5,2020,63295,11.055577414982384,Semi-Auto,150,5.017279836814924,Diesel,150.0,5.017279836814924,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X6,2019,69993,11.156164803072102,Semi-Auto,1402,7.246368080102461,Petrol,145.0,4.983606621708336,26.4,3.3105430133940246,3.0,1.3862943611198906
Germany,BMW,X5,2020,64995,11.082081008522668,Semi-Auto,102,4.634728988229636,Diesel,145.0,4.983606621708336,37.7,3.655839600035736,3.0,1.3862943611198906
Germany,BMW,X7,2019,72798,11.195457497826698,Semi-Auto,5349,8.584851839890053,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,X7,2019,67989,11.127115914520505,Semi-Auto,17561,9.773492755919941,Petrol,145.0,4.983606621708336,24.8,3.250374491927572,3.0,1.3862943611198906
Germany,BMW,X5,2019,69995,11.156193376541639,Semi-Auto,1606,7.382124365737512,Hybrid,135.0,4.912654885736052,188.3,5.243333058215277,3.0,1.3862943611198906
Germany,BMW,M5,2019,73990,11.211698743168176,Automatic,1501,7.31455283232408,Petrol,145.0,4.983606621708336,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,X7,2020,79566,11.284354713009064,Semi-Auto,1000,6.90875477931522,Petrol,145.0,4.983606621708336,24.8,3.250374491927572,3.0,1.3862943611198906
Germany,BMW,X7,2019,69995,11.156193376541639,Semi-Auto,5283,8.572438665642215,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,3 Series,2020,71990,11.184296390185041,Semi-Auto,150,5.017279836814924,Diesel,150.0,5.017279836814924,47.1,3.8732821771117156,3.0,1.3862943611198906
Germany,BMW,X7,2020,77995,11.264412822305477,Semi-Auto,7500,8.922791623969637,Diesel,150.0,5.017279836814924,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,5 Series,2002,1595,7.3752557780097545,Automatic,115000,11.652696102959753,Petrol,325.0,5.786897381366708,28.5,3.3843902633457743,2.2,1.1631508098056809
Germany,BMW,1 Series,2004,2495,7.822444729489319,Manual,112000,11.626263078808801,Diesel,200.0,5.303304908059076,49.6,3.92395157629342,2.0,1.0986122886681098
Germany,BMW,M4,2016,76990,11.251443810887574,Automatic,4550,8.423102268016642,Petrol,300.0,5.707110264748875,33.2,3.5322256440685598,3.0,1.3862943611198906
Germany,BMW,3 Series,2006,2500,7.824445930877619,Manual,105000,11.561725152903833,Petrol,240.0,5.484796933490655,38.7,3.681351187693145,2.0,1.0986122886681098
Germany,BMW,8 Series,2019,65000,11.082157933374816,Automatic,11111,9.31578088443418,Petrol,150.0,5.017279836814924,26.9,3.32862668882732,4.4,1.6863989535702288
Germany,BMW,M5,2019,68850,11.139700028379574,Automatic,4359,8.38022733634308,Petrol,150.0,5.017279836814924,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,3 Series,2004,2888,7.968665700466235,Manual,133175,11.799426840673847,Petrol,300.0,5.707110264748875,36.2,3.616308761279101,2.0,1.0986122886681098
Germany,BMW,8 Series,2019,73900,11.210481638644469,Automatic,953,6.860663671448287,Petrol,145.0,4.983606621708336,26.9,3.32862668882732,4.4,1.6863989535702288
Germany,BMW,M5,2019,74988,11.225096715095173,Automatic,2684,7.895436006942965,Petrol,145.0,4.983606621708336,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,X7,2020,66988,11.11228370578976,Automatic,5000,8.517393171418904,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,3 Series,2007,2375,7.773173680482536,Manual,94000,11.451060699493427,Petrol,240.0,5.484796933490655,38.7,3.681351187693145,2.0,1.0986122886681098
Germany,BMW,1 Series,2009,2995,8.005033344637111,Manual,120000,11.695255355062795,Diesel,30.0,3.4339872044851463,62.8,4.155753190350744,2.0,1.0986122886681098
Germany,BMW,1 Series,2006,2990,8.003363058629947,Manual,88000,11.385103457032141,Petrol,260.0,5.564520407322694,37.7,3.655839600035736,1.6,0.9555114450274363
Germany,BMW,3 Series,2010,2995,8.005033344637111,Manual,101104,11.52391485976983,Petrol,165.0,5.111987788356544,44.8,3.824284091120139,2.0,1.0986122886681098
Germany,BMW,3 Series,2008,2675,7.892078421248119,Manual,130000,11.775297421715827,Petrol,155.0,5.049856007249537,46.3,3.856510295497887,2.0,1.0986122886681098
Germany,BMW,3 Series,2001,3050,8.02322468471667,Automatic,90000,11.407576060361786,Petrol,325.0,5.786897381366708,27.7,3.3568971227655755,3.0,1.3862943611198906
Germany,BMW,5 Series,2000,1699,7.438383530044307,Manual,99209,11.504994094643948,Petrol,265.0,5.583496308781699,29.4,3.414442608412176,2.0,1.0986122886681098
Germany,BMW,3 Series,2007,2995,8.005033344637111,Automatic,124200,11.729656499978892,Diesel,260.0,5.564520407322694,40.9,3.735285826928092,2.0,1.0986122886681098
Germany,BMW,1 Series,2007,1500,7.313886831633462,Manual,167000,12.025755079404917,Diesel,125.0,4.836281906951478,57.6,4.070734696582967,2.0,1.0986122886681098
Germany,BMW,1 Series,2006,2995,8.005033344637111,Manual,90000,11.407576060361786,Diesel,200.0,5.303304908059076,49.6,3.92395157629342,2.0,1.0986122886681098
Germany,BMW,3 Series,2004,1445,7.27655640271871,Manual,162000,11.995357787034976,Diesel,205.0,5.327876168789581,49.6,3.92395157629342,2.0,1.0986122886681098
Germany,BMW,3 Series,1999,1200,7.0909098220799835,Automatic,82000,11.314486721293981,Petrol,245.0,5.5053315359323625,31.0,3.4657359027997265,2.8,1.33500106673234
Germany,BMW,X7,2019,64789,11.078906549444003,Automatic,3890,8.266421472984554,Diesel,145.0,4.983606621708336,33.6,3.543853682063679,3.0,1.3862943611198906
Germany,BMW,i8,2019,72000,11.184435286790631,Automatic,176,5.176149732573829,Hybrid,135.0,4.912654885736052,141.2,4.95723451736914,1.5,0.9162907318741551
Germany,BMW,3 Series,2002,2990,8.003363058629947,Manual,121821,11.710316241921115,Petrol,330.0,5.802118375377063,29.4,3.414442608412176,2.5,1.252762968495368
Germany,BMW,X7,2019,67950,11.126542136174459,Automatic,15000,9.61587214452889,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,1 Series,2010,2450,7.804251383528112,Manual,117454,11.673810560487865,Diesel,30.0,3.4339872044851463,62.8,4.155753190350744,2.0,1.0986122886681098
Germany,BMW,Z4,2004,1995,7.59890045687141,Manual,114000,11.643962499267984,Petrol,325.0,5.786897381366708,32.1,3.4995332823830174,2.2,1.1631508098056809
Germany,BMW,M5,2018,65948,11.096636995028227,Automatic,13500,9.510519035757246,Petrol,150.0,5.017279836814924,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,M5,2019,69948,11.155521684065778,Automatic,13000,9.472781556562168,Petrol,150.0,5.017279836814924,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,1 Series,2008,2999,8.006367567650246,Manual,92000,11.429554725537322,Petrol,200.0,5.303304908059076,44.1,3.8088822465086327,2.0,1.0986122886681098
Germany,BMW,M5,2019,69995,11.156193376541639,Automatic,3700,8.216358332386156,Petrol,145.0,4.983606621708336,24.1,3.2228678461377385,4.4,1.6863989535702288
Germany,BMW,3 Series,2000,1550,7.346655163176539,Automatic,93000,11.440365524765756,Petrol,270.0,5.602118820879701,29.7,3.4242626545931514,2.5,1.252762968495368
Germany,BMW,3 Series,2002,2350,7.762596048540069,Manual,99000,11.502885230075814,Petrol,325.0,5.786897381366708,30.1,3.4372078191851885,2.2,1.1631508098056809
Germany,BMW,3 Series,2006,2795,7.935945103353701,Manual,76000,11.23850177707664,Diesel,160.0,5.081404364984463,50.4,3.9396381724611196,2.0,1.0986122886681098
Germany,BMW,3 Series,2007,2550,7.844240718141811,Manual,103000,11.542493975902508,Diesel,205.0,5.327876168789581,49.6,3.92395157629342,2.0,1.0986122886681098
Germany,BMW,5 Series,2007,2499,7.824046010856292,Automatic,129000,11.767575435251748,Diesel,330.0,5.802118375377063,35.8,3.6054978451748854,2.5,1.252762968495368
Germany,BMW,X5,2019,65000,11.082157933374816,Automatic,7374,8.905851181208021,Hybrid,140.0,4.948759890378168,188.3,5.243333058215277,3.0,1.3862943611198906
Germany,BMW,X7,2019,69880,11.154549074391738,Automatic,3980,8.289288323000317,Diesel,145.0,4.983606621708336,31.4,3.4781584227982836,3.0,1.3862943611198906
Germany,BMW,3 Series,2005,2499,7.824046010856292,Manual,130000,11.775297421715827,Petrol,315.0,5.755742213586912,31.4,3.4781584227982836,2.5,1.252762968495368
United States,Ford,Fiesta,2011,2995,8.005033344637111,Manual,94000,11.451060699493427,Diesel,20.0,3.044522437723423,68.9,4.247065649239764,1.4,0.8754687373538999
United States,Ford,Fiesta,2008,2595,7.86172707782398,Manual,116000,11.661354090741,Diesel,20.0,3.044522437723423,67.3,4.223909766576744,1.6,0.9555114450274363
United States,Ford,Mondeo,2009,2750,7.919719760924575,Automatic,110000,11.608244735642321,Diesel,300.0,5.707110264748875,39.8,3.708682081410116,2.0,1.0986122886681098
United States,Ford,Fiesta,2009,3195,8.069655306886165,Manual,65700,11.092869425057021,Petrol,125.0,4.836281906951478,52.3,3.975936331171799,1.2,0.7884573603642703
United States,Ford,Fiesta,2010,2799,7.937374696163295,Manual,90000,11.407576060361786,Petrol,125.0,4.836281906951478,50.4,3.9396381724611196,1.2,0.7884573603642703
United States,Ford,Fiesta,2009,3000,8.006700845440367,Manual,73000,11.19822841866684,Petrol,150.0,5.017279836814924,49.6,3.92395157629342,1.2,0.7884573603642703
United States,Ford,Fiesta,1998,2699,7.90100705199242,Manual,37000,10.518700218288165,Petrol,160.0,5.081404364984463,41.5,3.7495040759303713,1.2,0.7884573603642703
United States,Ford,Focus,2009,1950,7.576097340623111,Manual,50000,10.819798284210286,Petrol,205.0,5.327876168789581,42.2,3.765840495250065,1.6,0.9555114450274363
United States,Ford,Fiesta,2008,2250,7.719129840906732,Manual,54000,10.896757843893464,Petrol,145.0,4.983606621708336,47.1,3.8732821771117156,1.2,0.7884573603642703
United States,Ford,Focus,2008,2595,7.86172707782398,Automatic,84500,11.344518647594766,Petrol,260.0,5.564520407322694,36.7,3.629660094453965,1.6,0.9555114450274363
United States,Ford,Fiesta,2008,2500,7.824445930877619,Manual,77500,11.258046118484,Petrol,165.0,5.111987788356544,45.6,3.8416005411316,1.4,0.8754687373538999
United States,Ford,Fiesta,2012,2995,8.005033344637111,Manual,98000,11.49273296168228,Petrol,125.0,4.836281906951478,50.4,3.9396381724611196,1.2,0.7884573603642703
United States,Ford,Focus,2013,2995,8.005033344637111,Manual,130000,11.775297421715827,Diesel,0.0,0.0,76.4,4.3489867805956814,1.6,0.9555114450274363
United States,Ford,Fiesta,2011,2695,7.899524472032198,Manual,99000,11.502885230075814,Petrol,125.0,4.836281906951478,50.4,3.9396381724611196,1.2,0.7884573603642703
United States,Ford,Focus,2010,2495,7.822444729489319,Manual,100000,11.51293546492023,Diesel,30.0,3.4339872044851463,62.8,4.155753190350744,1.6,0.9555114450274363
United States,Ford,KA,2014,3295,8.100464891029363,Manual,53417,10.885903046801726,Petrol,30.0,3.4339872044851463,57.7,4.072439726834051,1.2,0.7884573603642703
United States,Ford,Fiesta,2010,2995,8.005033344637111,Manual,99000,11.502885230075814,Petrol,145.0,4.983606621708336,49.6,3.92395157629342,1.2,0.7884573603642703
United States,Ford,Fusion,2005,2395,7.78155595923534,Manual,64000,11.06665398721974,Diesel,30.0,3.4339872044851463,64.2,4.177459468932607,1.4,0.8754687373538999
United States,Ford,Focus,2006,2195,7.694392802629421,Manual,89000,11.39640288460621,Diesel,120.0,4.795790545596741,58.9,4.092676505121403,1.6,0.9555114450274363
United States,Ford,C-MAX,2008,2895,7.971085753505607,Manual,90000,11.407576060361786,Petrol,200.0,5.303304908059076,40.9,3.735285826928092,1.6,0.9555114450274363
United States,Ford,Focus,2007,2895,7.971085753505607,Automatic,54000,10.896757843893464,Petrol,300.0,5.707110264748875,34.9,3.580737295494233,2.0,1.0986122886681098
United States,Ford,Focus,2009,2499,7.824046010856292,Manual,85000,11.350418300109132,Petrol,200.0,5.303304908059076,42.2,3.765840495250065,1.6,0.9555114450274363
United States,Ford,KA,2009,1954,7.578145472419466,Manual,85000,11.350418300109132,Petrol,30.0,3.4339872044851463,55.4,4.032469158504013,1.2,0.7884573603642703
United States,Ford,Fiesta,2010,2876,7.964503363551548,Manual,73000,11.19822841866684,Petrol,145.0,4.983606621708336,48.7,3.906004933102583,1.4,0.8754687373538999
United States,Ford,KA,2011,2650,7.8826922062890254,Manual,30475,10.3246947675929,Petrol,30.0,3.4339872044851463,57.7,4.072439726834051,1.2,0.7884573603642703
United States,Ford,Mondeo,2005,675,6.516193076042964,Manual,97000,11.48247656671073,Diesel,205.0,5.327876168789581,48.7,3.906004933102583,2.0,1.0986122886681098
United States,Ford,Mondeo,2002,895,6.79794041297493,Manual,136784,11.826165629035875,Petrol,300.0,5.707110264748875,36.2,3.616308761279101,1.8,1.0296194171811581
United States,Ford,Mondeo,2010,2694,7.899153483343097,Manual,130000,11.775297421715827,Diesel,145.0,4.983606621708336,53.3,3.9945242269398897,2.0,1.0986122886681098
United States,Ford,Mondeo,2007,1795,7.493317248862145,Manual,135391,11.815929553519794,Diesel,205.0,5.327876168789581,46.3,3.856510295497887,2.2,1.1631508098056809
United States,Ford,Fiesta,2011,3249,8.086410275323782,Manual,92737,11.437533592045453,Diesel,20.0,3.044522437723423,68.9,4.247065649239764,1.4,0.8754687373538999
United States,Ford,Fiesta,2007,1295,7.16703787691222,Manual,108475,11.594284229338049,Petrol,160.0,5.081404364984463,45.6,3.8416005411316,1.4,0.8754687373538999
United States,Ford,Fiesta,2008,1495,7.310550158534422,Manual,118000,11.678448377988165,Diesel,30.0,3.4339872044851463,62.8,4.155753190350744,1.4,0.8754687373538999
United States,Ford,KA,2011,2890,7.969357742016346,Manual,67532,11.120371646282273,Petrol,30.0,3.4339872044851463,57.7,4.072439726834051,1.2,0.7884573603642703
United States,Ford,Streetka,2005,1999,7.600902459542082,Manual,63000,11.050905878263567,Petrol,270.0,5.602118820879701,35.3,3.591817741270805,1.6,0.9555114450274363
United States,Ford,KA,2011,3299,8.101677747454572,Manual,61437,11.02578381520839,Petrol,30.0,3.4339872044851463,57.7,4.072439726834051,1.2,0.7884573603642703
United States,Ford,KA,2009,3250,8.086717920303906,Manual,43000,10.668978650219241,Petrol,30.0,3.4339872044851463,55.4,4.032469158504013,1.2,0.7884573603642703
United States,Ford,Focus,2009,1999,7.600902459542082,Manual,113492,11.639496439992865,Petrol,200.0,5.303304908059076,42.2,3.765840495250065,1.6,0.9555114450274363
United States,Ford,Fiesta,2006,1299,7.170119543449628,Manual,97556,11.488192101549553,Diesel,30.0,3.4339872044851463,62.8,4.155753190350744,1.4,0.8754687373538999
United States,Ford,Focus,2010,2499,7.824046010856292,Manual,87023,11.373939221662742,Diesel,30.0,3.4339872044851463,62.8,4.155753190350744,1.6,0.9555114450274363
United States,Ford,Focus,2009,2495,7.822444729489319,Manual,107000,11.580593459194764,Petrol,205.0,5.327876168789581,42.2,3.765840495250065,1.6,0.9555114450274363
United States,Ford,Focus,2009,2995,8.005033344637111,Manual,98000,11.49273296168228,Diesel,145.0,4.983606621708336,54.3,4.012772908528289,1.8,1.0296194171811581
United States,Ford,KA,2008,1795,7.493317248862145,Manual,63000,11.050905878263567,Petrol,160.0,5.081404364984463,45.6,3.8416005411316,1.3,0.8329091229351039
United States,Ford,KA,2008,1795,7.493317248862145,Manual,63000,11.050905878263567,Petrol,160.0,5.081404364984463,45.6,3.8416005411316,1.3,0.8329091229351039
United States,Ford,KA,2010,2799,7.937374696163295,Manual,89027,11.396706205977527,Petrol,30.0,3.4339872044851463,55.4,4.032469158504013,1.2,0.7884573603642703
United States,Ford,KA,2008,1294,7.166265974133638,Manual,59750,10.997941206055378,Petrol,160.0,5.081404364984463,43.5,3.7954891891721947,1.3,0.8329091229351039
United States,Ford,KA,2010,2999,8.006367567650246,Manual,38000,10.545367754151743,Petrol,30.0,3.4339872044851463,55.4,4.032469158504013,1.2,0.7884573603642703
United States,Ford,Focus,2008,1290,7.1631723908466425,Manual,137000,11.827743504053695,Diesel,150.0,5.017279836814924,54.3,4.012772908528289,1.8,1.0296194171811581
United States,Ford,Fiesta,2007,1400,7.244941546337007,Manual,63000,11.050905878263567,Petrol,145.0,4.983606621708336,47.1,3.8732821771117156,1.2,0.7884573603642703
United States,Ford,Focus,2005,1475,7.297091005160418,Automatic,88746,11.393544903949433,Petrol,265.0,5.583496308781699,36.7,3.629660094453965,1.6,0.9555114450274363
United States,Ford,KA,2006,1095,6.999422467507961,Manual,94400,11.455306945297822,Petrol,200.0,5.303304908059076,43.5,3.7954891891721947,1.3,0.8329091229351039
United States,Ford,Fiesta,2009,2500,7.824445930877619,Manual,102950,11.542008425861892,Petrol,150.0,5.017279836814924,49.6,3.92395157629342,1.2,0.7884573603642703
United States,Ford,KA,2010,2991,8.003697339094368,Manual,91811,11.427498287019851,Petrol,30.0,3.4339872044851463,55.4,4.032469158504013,1.2,0.7884573603642703
United States,Ford,Fiesta,2007,2491,7.820840879907344,Manual,62596,11.044472632617147,Petrol,145.0,4.983606621708336,47.1,3.8732821771117156,1.2,0.7884573603642703
United States,Ford,Fiesta,2009,2991,8.003697339094368,Manual,79089,11.278341723513464,Petrol,145.0,4.983606621708336,49.6,3.92395157629342,1.2,0.7884573603642703
United States,Ford,Fusion,2009,2491,7.820840879907344,Manual,86022,11.36236998133991,Petrol,205.0,5.327876168789581,43.5,3.7954891891721947,1.4,0.8754687373538999
United States,Ford,Fiesta,2009,3295,8.100464891029363,Manual,95000,11.461642696843066,Petrol,145.0,4.983606621708336,49.6,3.92395157629342,1.4,0.8754687373538999
United States,Ford,Focus,2010,2995,8.005033344637111,Manual,114000,11.643962499267984,Petrol,200.0,5.303304908059076,42.2,3.765840495250065,1.6,0.9555114450274363
United States,Ford,Fiesta,2008,1695,7.4360278163518485,Manual,116000,11.661354090741,Petrol,145.0,4.983606621708336,47.1,3.8732821771117156,1.2,0.7884573603642703
United States,Ford,C-MAX,2008,2495,7.822444729489319,Manual,91000,11.418625774449598,Petrol,240.0,5.484796933490655,39.8,3.708682081410116,1.8,1.0296194171811581
United States,Ford,Focus,2009,2991,8.003697339094368,Manual,89969,11.407231560411164,Petrol,205.0,5.327876168789581,42.2,3.765840495250065,1.6,0.9555114450274363
United States,Ford,Focus,2008,1999,7.600902459542082,Manual,101000,11.522885696764481,Petrol,200.0,5.303304908059076,42.2,3.765840495250065,1.6,0.9555114450274363
United States,Ford,Focus,2010,2799,7.937374696163295,Manual,100900,11.521895117095363,Petrol,205.0,5.327876168789581,42.2,3.765840495250065,1.6,0.9555114450274363
United States,Ford,Fusion,2010,2495,7.822444729489319,Manual,96000,11.472113887062386,Diesel,30.0,3.4339872044851463,62.8,4.155753190350744,1.4,0.8754687373538999
United States,Ford,Focus,2010,2495,7.822444729489319,Manual,93900,11.44999631476691,Diesel,30.0,3.4339872044851463,62.8,4.155753190350744,1.6,0.9555114450274363
United States,Ford,Mondeo,2010,2495,7.822444729489319,Manual,88642,11.392372346173733,Diesel,200.0,5.303304908059076,48.7,3.906004933102583,1.8,1.0296194171811581
United States,Ford,Focus,2010,3000,8.006700845440367,Manual,81124,11.303746454006392,Diesel,200.0,5.303304908059076,47.9,3.8897773964808264,2.0,1.0986122886681098
United States,Ford,Focus,2008,2495,7.822444729489319,Manual,89000,11.39640288460621,Diesel,30.0,3.4339872044851463,62.8,4.155753190350744,1.6,0.9555114450274363
